Place ID;Province;Regency;Category;Name;Price
429;Jawa Barat;Bandung;Sejarah;Bandros City Tour;40000
430;Jawa Barat;Bandung;Sejarah;Kyotoku Floating Market;175000
431;Jawa Barat;Bandung;Pendidikan;Rainbow Garden;20000
432;Jawa Barat;Bandung;Pendidikan;Kota Mini;20000
433;Jawa Barat;Bandung;Pendidikan;Chingu Cafe Little Seoul;50000
434;Jawa Tengah;Semarang;Sejarah;Candi Gedong Songo;10000
435;Jawa Tengah;Semarang;Pendidikan;Grand Maerakaca;15000
436;Jawa Tengah;Semarang;Pendidikan;Kampung Pelangi;3000
437;Jawa Tengah;Semarang;Sejarah;Lawang Sewu;10000
438;Jawa Tengah;Semarang;Sejarah;Sam Poo Kong Temple;35000
439;Jawa Tengah;Semarang;Pendidikan;Desa Wisata Lembah Kalipancur;0
440;Jawa Tengah;Semarang;Pendidikan;Hutan Wisata Tinjomoyo Semarang;3000
441;Jawa Tengah;Semarang;Pendidikan;Taman Kasmaran;3000
442;Jawa Tengah;Semarang;Alam;Pantai Baruna;3000
443;Jawa Tengah;Semarang;Alam;Pantai Marina;3000
444;Jawa Tengah;Semarang;Sejarah;Kampoeng Djadhoel Semarang;10000
445;Jawa Tengah;Semarang;Pendidikan;Indonesia Kaya Park;0
446;Jawa Tengah;Semarang;Pendidikan;Taman Pandanaran;0
447;Jawa Tengah;Semarang;Sejarah;Pura Giri Natha;20000
448;Jawa Tengah;Semarang;Pendidikan;Wisata Mangrove Tapak;5000
449;Jawa Tengah;Semarang;Alam;Pantai Cipta;5000
450;Jawa Tengah;Semarang;Sejarah;Old City 3D Trick Art Museum;50000
451;Jawa Tengah;Semarang;Religi;GPIB Immanuel Semarang (Gereja Blenduk);0
452;Jawa Tengah;Semarang;Pendidikan;Taman Srigunting;0
453;Jawa Tengah;Semarang;Sejarah;Semarang Contemporary Art Gallery;10000
454;Jawa Tengah;Semarang;Pendidikan;Umbul Sidomukti;75000
455;Jawa Tengah;Semarang;Pendidikan;Saloka Theme Park;150000
456;Jawa Tengah;Semarang;Pendidikan;Wisata Alam Wana Wisata Penggaron;10000
457;Jawa Tengah;Semarang;Religi;Masjid Kapal Semarang;0
458;Jawa Tengah;Semarang;Pendidikan;Taman Bunga Celosia;25000
459;Jawa Tengah;Semarang;Pendidikan;Air Terjun Kali Pancur;5000
460;Jawa Tengah;Semarang;Pendidikan;Wisata Kampung Krisan Clapar;10000
461;Jawa Tengah;Semarang;Pendidikan;Danau Rawa Pening;15000
462;Jawa Tengah;Semarang;Alam;Pantai Maron;5000
463;Jawa Tengah;Semarang;Pendidikan;Water Blaster Bukit Candi Golf;80000
464;Jawa Tengah;Semarang;Pendidikan;Waduk Jatibarang;2500
465;Jawa Tengah;Semarang;Pendidikan;Tirto Argo Siwarak;20000
466;Jawa Tengah;Semarang;Pendidikan;Wisata Lereng Kelir;7000
467;Jawa Tengah;Semarang;Pendidikan;Kampoeng Rawa;3000
468;Jawa Tengah;Semarang;Sejarah;Monumen Palagan Ambarawa;7500
469;Jawa Tengah;Semarang;Sejarah;Benteng Pendem;5000
470;Jawa Tengah;Semarang;Pendidikan;Wisata Eling Bening;25000
471;Jawa Tengah;Semarang;Pendidikan;Gua Maria Kerep Ambarawa;2000
472;Jawa Tengah;Semarang;Sejarah;Museum Kereta Ambarawa;10000
473;Jawa Tengah;Semarang;Pendidikan;Hutan Pinus Kayon;6000
474;Jawa Tengah;Semarang;Sejarah;Kota Lama Semarang;0
475;Jawa Tengah;Semarang;Sejarah;Semarang Chinatown;30000
476;Jawa Tengah;Semarang;Pendidikan;La Kana Chapel;35000
477;Jawa Tengah;Semarang;Pendidikan;Jembatan Biru Ambarawa;0
478;Jawa Tengah;Semarang;Pendidikan;Goa Rong;5000
479;Jawa Tengah;Semarang;Religi;Masjid Agung Ungaran;0
480;Jawa Tengah;Semarang;Sejarah;Tugu Muda Semarang;0
481;Jawa Tengah;Semarang;Pendidikan;Kampoeng Kopi Banaran;200000
482;Jawa Tengah;Semarang;Pendidikan;Taman Tabanas;0
483;Jawa Tengah;Semarang;Sejarah;Kampung Tematik Jawi;0
484;Jawa Tengah;Semarang;Sejarah;Kampung Batik Gedong Semarang;0
485;Jawa Tengah;Semarang;Pendidikan;Air Terjun Semirang;9000
486;Jawa Tengah;Semarang;Pendidikan;Obyek Wisata Goa Kreo;5500
487;Jawa Tengah;Semarang;Pendidikan;Watu Gunung Ungaran;25000
488;Jawa Tengah;Semarang;Pendidikan;Brown Canyon;0
489;Jawa Tengah;Semarang;Pendidikan;Durian Gardens and Tourism Education Watu Simbar;5000
490;Jawa Tengah;Semarang;Pendidikan;Flower Farm Setiya Aji;7500
491;Jawa Timur;Surabaya;Pendidikan;Ekowisata Mangrove Wonorejo;0
492;Jawa Timur;Surabaya;Pendidikan;Taman Harmoni Keputih;0
493;Jawa Timur;Surabaya;Pendidikan;Air Mancur Menari;35000
494;Jawa Timur;Surabaya;Pendidikan;Taman Prestasi;0
495;Jawa Timur;Surabaya;Sejarah;Monumen Kapal Selam;15000
496;Jawa Timur;Surabaya;Pendidikan;Taman Kunang-Kunang;0
497;Jawa Timur;Surabaya;Pendidikan;Taman Buah Surabaya;0
498;Jawa Timur;Surabaya;Pendidikan;Taman Pelangi;0
499;Jawa Timur;Surabaya;Pendidikan;Hutan Bambu Keputih;0
500;Jawa Timur;Surabaya;Pendidikan;Taman Keputran;0
501;Jawa Timur;Surabaya;Pendidikan;Taman Barunawati;0
502;Jawa Timur;Surabaya;Pendidikan;Kenjeran Park;35000
503;Jawa Timur;Surabaya;Pendidikan;Surabaya North Quay;50000
504;Jawa Timur;Surabaya;Pendidikan;Kebun Bibit Wonorejo;0
505;Jawa Timur;Surabaya;Pendidikan;Taman Ekspresi Dan Perpustakaan;0
506;Jawa Timur;Surabaya;Pendidikan;Kebun Binatang Surabaya;15000
507;Jawa Timur;Surabaya;Sejarah;Rumah Batik;0
508;Jawa Timur;Surabaya;Pendidikan;Ciputra Waterpark;95000
509;Jawa Timur;Surabaya;Religi;Masjid Muhammad Cheng Hoo;0
510;Jawa Timur;Surabaya;Religi;Masjid Nasional Al-Akbar;0
511;Jawa Timur;Surabaya;Sejarah;Museum TNI AL Loka Jala Crana;2000
512;Jawa Timur;Surabaya;Sejarah;Jembatan Merah;0
513;Jawa Timur;Surabaya;Sejarah;Museum De Javasche Bank;5000
514;Jawa Timur;Surabaya;Sejarah;Keraton Surabaya;0
515;Jawa Timur;Surabaya;Sejarah;Klenteng Sanggar Agung;10000
516;Jawa Timur;Surabaya;Sejarah;Museum Sepuluh Nopember Kota Surabaya;5000
517;Jawa Timur;Surabaya;Sejarah;Monumen Tugu Pahlawan;0
518;Jawa Timur;Surabaya;Sejarah;Surabaya Museum (Gedung Siola);0
519;Jawa Timur;Surabaya;Sejarah;Museum Kesehatan Dr. Adhyatma;10000
520;Jawa Timur;Surabaya;Sejarah;Monumen Jalesveva Jayamahe;0
521;Jawa Timur;Surabaya;Sejarah;Patung Sura dan Buaya;0
522;Jawa Timur;Surabaya;Alam;Pantai Ria Kenjeran;15000
523;Jawa Timur;Surabaya;Pendidikan;Waterpark Kenjeran Surabaya;35000
524;Jawa Timur;Surabaya;Sejarah;Balai Kota Surabaya;0
525;Jawa Timur;Surabaya;Sejarah;Patung Buddha Empat Rupa;0
526;Jawa Timur;Surabaya;Sejarah;Monumen Bambu Runcing Surabaya;0
527;Jawa Timur;Surabaya;Sejarah;House of Sampoerna;0
528;Jawa Timur;Surabaya;Pendidikan;Atlantis Land Surabaya;125000
529;Jawa Timur;Surabaya;Pendidikan;Taman Hiburan Rakyat;5000
530;Jawa Timur;Surabaya;Pendidikan;Taman Mundu;0
531;Jawa Timur;Surabaya;Sejarah;Museum Mpu Tantular;2000
532;Jawa Timur;Surabaya;Pendidikan;Taman Bungkul;0
533;Jawa Timur;Surabaya;Pendidikan;Taman Air Mancur Menari Kenjeran;0
534;Jawa Timur;Surabaya;Pendidikan;Taman Flora Bratang Surabaya;0
535;Jawa Timur;Surabaya;Religi;Gereja Perawan Maria Tak Berdosa Surabaya;10000
